key,TOTAL_POP,TOTAL_MALE,TOTAL_FEMALE,SEX_RATIO,HH_SIZE,ENUMERATED_HH,QUICK_COUNT_HH,csv_pop_total,csv_pop_male,csv_pop_female,csv_hh_total,csv_sex_ratio,pop_diff,match_method,population,area_km2,density
26|20|66|019|709|028,2757,1153,1604,72,4.0,696,705,2757.0,1153.0,1604.0,696.0,71.88,0.0,code_match,2757,0.03577233306354307,77070.7
26|20|66|019|709|036,1540,824,716,115,3.6,427,450,1540.0,824.0,716.0,427.0,115.08,0.0,code_match,1540,0.0799121603610057,19271.2
26|20|66|019|709|076,7706,3370,4336,78,4.1,1888,1906,7733.0,3388.0,4345.0,1884.0,77.97,27.0,code_match,7706,0.2142352393798794,35969.8
26|20|66|019|709|368,3204,1459,1745,84,3.7,856,806,3204.0,1459.0,1745.0,853.0,83.61,0.0,code_match,3204,0.04170326082284687,76828.5
26|20|66|019|709|376,1444,635,809,79,4.1,355,350,1444.0,635.0,809.0,355.0,78.49,0.0,code_match,1444,0.014595101112397705,98937.3
26|20|66|019|709|384,3320,1491,1829,82,3.5,945,876,3320.0,1491.0,1829.0,945.0,81.52,0.0,code_match,3320,0.031920825225567294,104007.3
26|20|66|019|709|716,7985,3635,4350,84,3.9,2051,1856,7993.0,3638.0,4355.0,2048.0,83.54,8.0,code_match,7985,0.12170310629193247,65610.5
26|20|68|004|669|028,6756,3623,3133,116,3.6,1874,2078,6756.0,3623.0,3133.0,1874.0,115.64,0.0,code_match,6756,0.04587381469995892,147273.6
26|20|68|004|669|068,4178,2138,2040,105,3.9,1081,1200,4178.0,2138.0,2040.0,1080.0,104.8,0.0,code_match,4178,0.08246415633667992,50664.4
26|20|68|004|669|248,13975,7354,6621,111,3.9,3557,3800,13975.0,7354.0,6621.0,3557.0,111.07,0.0,code_match,13975,0.1701984387351912,82110.0
26|20|68|004|669|250,8730,4545,4185,109,3.9,2234,2314,8730.0,4545.0,4185.0,2234.0,108.6,0.0,code_match,8730,0.06477996030742465,134763.9
26|20|68|004|669|256,9072,4612,4460,103,4.0,2242,2492,9072.0,4612.0,4460.0,2236.0,103.41,0.0,code_match,9072,0.17929275656489438,50598.8
26|20|68|004|669|276,1983,1028,955,108,4.0,495,700,2288.0,1183.0,1105.0,578.0,107.06,305.0,code_match,1983,0.014869121409153037,133363.6
26|20|68|004|669|308,4720,2438,2282,107,3.9,1223,1350,4720.0,2438.0,2282.0,1223.0,106.84,0.0,code_match,4720,0.042126571039943835,112043.3
26|20|68|004|669|316,9014,4646,4368,106,3.8,2351,2522,9014.0,4646.0,4368.0,2346.0,106.36,0.0,code_match,9014,0.10843865848250983,83125.3
26|20|68|004|669|332,10072,5309,4763,112,4.0,2493,2875,10072.0,5309.0,4763.0,2493.0,111.46,0.0,code_match,10072,0.10851633548453789,92815.5
26|20|68|004|669|428,14928,7830,7098,110,4.0,3697,3938,14925.0,7830.0,7095.0,3675.0,110.36,-3.0,code_match,14928,0.11868938121223428,125773.7
26|20|68|004|669|444,4173,2178,1995,109,3.9,1059,1123,4173.0,2178.0,1995.0,1057.0,109.17,0.0,code_match,4173,0.03620989446057855,115244.7
26|20|68|005|669|049,10001,5247,4754,110,3.9,2562,1889,10001.0,5247.0,4754.0,2560.0,110.37,0.0,code_match,10001,0.07017856367622047,142507.9
26|20|68|005|669|208,15337,7876,7461,106,4.1,3780,3159,15337.0,7876.0,7461.0,3780.0,105.56,0.0,code_match,15337,0.21261507071495156,72135.1
26|20|68|005|669|264,7489,4138,3351,124,4.2,1789,1722,7485.0,4135.0,3350.0,1789.0,123.43,-4.0,code_match,7489,0.08451170842409202,88614.9
26|20|68|005|669|324,10037,5168,4869,106,3.8,2622,2330,10037.0,5168.0,4869.0,2622.0,106.14,0.0,code_match,10037,0.11813228214236372,84964.1
26|20|68|005|669|368,22378,11785,10590,111,3.8,5951,4463,22371.0,11779.0,10589.0,5945.0,111.24,-7.0,code_match,22378,0.4256137055780177,52578.2
26|20|68|005|669|388,3662,1992,1670,119,4.2,882,790,3662.0,1992.0,1670.0,882.0,119.28,0.0,code_match,3662,0.04089093455553186,89555.3
26|20|68|005|669|396,496,286,210,136,3.9,126,130,496.0,286.0,210.0,126.0,136.19,0.0,code_match,496,0.009022411006737835,54974.2
26|20|68|073|037|070,1767,918,849,108,4.1,431,240,1767.0,918.0,849.0,431.0,108.13,0.0,code_match,1767,1.0058367791417444,1756.7
26|20|68|073|149|028,2844,1463,1381,106,3.6,797,620,2844.0,1463.0,1381.0,797.0,105.94,0.0,code_match,2844,0.1849387889123638,15378.1
26|20|68|073|149|068,18447,9463,8984,105,3.8,4872,4243,18444.0,9462.0,8982.0,4872.0,105.34,-3.0,code_match,18447,0.40174334368854026,45917.4
26|20|68|073|149|076,1361,727,634,115,4.0,342,210,1361.0,727.0,634.0,342.0,114.67,0.0,code_match,1361,0.046030135805528005,29567.6
26|20|68|073|149|188,542,246,296,83,4.2,130,100,542.0,246.0,296.0,130.0,83.11,0.0,code_match,542,0.2365859139145085,2290.9
26|20|68|073|149|208,5405,2880,2525,114,4.0,1359,1026,5405.0,2880.0,2525.0,1358.0,114.06,0.0,code_match,5405,0.17030930284315096,31736.4
26|20|68|073|149|248,2525,1297,1228,106,3.5,721,690,2525.0,1297.0,1228.0,721.0,105.62,0.0,code_match,2525,0.41959646045389304,6017.7
26|20|68|073|149|256,428,214,214,100,4.3,99,100,428.0,214.0,214.0,99.0,100.0,0.0,code_match,428,0.14059019324882716,3044.3
26|20|68|073|149|268,3233,1710,1523,112,3.8,852,830,3233.0,1710.0,1523.0,851.0,112.28,0.0,code_match,3233,0.043984859222312524,73502.6
26|20|68|073|149|308,2823,1565,1258,124,3.9,731,770,2821.0,1565.0,1256.0,731.0,124.6,-2.0,code_match,2823,0.05122170639444253,55113.4
26|20|68|073|149|368,5200,2678,2522,106,4.0,1302,1115,5200.0,2678.0,2522.0,1302.0,106.19,0.0,code_match,5200,0.09217565914277107,56414.0
26|20|68|073|149|387,338,182,156,117,3.6,95,109,338.0,182.0,156.0,95.0,116.67,0.0,code_match,338,0.017137585788499946,19722.7
26|20|68|073|149|408,1150,584,566,103,3.8,300,230,1150.0,584.0,566.0,300.0,103.18,0.0,code_match,1150,0.5051306776849204,2276.6
26|20|68|073|149|485,79,47,32,147,3.2,25,40,79.0,47.0,32.0,25.0,146.88,0.0,code_match,79,0.014900790627625974,5301.7
26|20|68|074|523|028,2827,1432,1395,103,3.9,719,585,2827.0,1432.0,1395.0,719.0,102.65,0.0,code_match,2827,0.21576472908467043,13102.2
26|20|68|074|523|248,15269,8040,7229,111,3.8,4014,3805,15267.0,8039.0,7228.0,4014.0,111.22,-2.0,code_match,15269,0.27441314508082887,55642.4
26|20|68|074|523|256,1460,731,729,100,3.8,385,475,1460.0,731.0,729.0,385.0,100.27,0.0,code_match,1460,0.03017745184769406,48380.5
26|20|68|074|523|268,2107,1108,999,111,4.1,509,455,2107.0,1108.0,999.0,509.0,110.91,0.0,code_match,2107,0.1389677224615105,15161.8
26|20|68|074|523|308,23207,12410,10797,115,3.8,6124,5038,23207.0,12410.0,10797.0,6122.0,114.94,0.0,code_match,23207,0.4206466425338773,55169.8
26|20|68|074|523|315,67,33,34,97,3.9,17,30,67.0,33.0,34.0,17.0,97.06,0.0,code_match,67,0.018868388349127494,3550.9
26|20|68|074|523|316,10154,5325,4829,110,3.9,2579,2487,10154.0,5325.0,4829.0,2579.0,110.27,0.0,code_match,10154,0.41854652600462366,24260.1
26|20|73|011|705|068,4614,2377,2237,106,4.2,1107,854,4614.0,2377.0,2237.0,1107.0,106.26,0.0,code_match,4614,0.03575876868428208,129031.3
26|20|73|011|705|076,380,198,182,109,3.6,106,120,380.0,198.0,182.0,106.0,108.79,0.0,code_match,380,0.014936870683867577,25440.4
26|20|73|011|705|208,3173,1635,1538,106,3.9,816,583,3173.0,1635.0,1538.0,816.0,106.31,0.0,code_match,3173,0.04984082046713847,63662.7
26|20|73|011|705|248,839,435,404,108,3.8,218,198,839.0,435.0,404.0,218.0,107.67,0.0,code_match,839,0.0045164530919794355,185765.2
26|20|73|011|705|288,3310,1701,1609,106,4.8,696,749,3309.0,1701.0,1608.0,696.0,105.78,-1.0,code_match,3310,0.03710938638019837,89195.8
26|20|73|011|705|368,5441,2953,2488,119,4.2,1311,1109,5441.0,2953.0,2488.0,1306.0,118.69,0.0,code_match,5441,0.054190246648496816,100405.5
26|20|73|011|705|376,2437,1261,1176,107,4.3,563,462,2437.0,1261.0,1176.0,563.0,107.23,0.0,code_match,2437,0.023950312873956683,101752.3
26|20|73|011|705|384,11639,6194,5439,114,3.6,3190,2590,11646.0,6199.0,5441.0,3184.0,113.93,7.0,code_match,11639,0.3984930489221428,29207.5
26|20|73|011|705|408,23805,12230,11575,106,4.0,6020,4905,23820.0,12237.0,11583.0,6017.0,105.65,15.0,code_match,23805,0.21665592300521822,109874.7
26|20|73|012|593|028,2039,1167,872,134,4.0,514,360,2039.0,1167.0,872.0,514.0,133.83,0.0,code_match,2039,0.018758546292753538,108697.1
26|20|73|012|593|128,8968,4749,4219,113,3.7,2419,1755,8968.0,4749.0,4219.0,2419.0,112.56,0.0,code_match,8968,0.1046246424365338,85715.9
26|20|73|012|593|168,1529,809,720,112,3.8,407,343,1529.0,809.0,720.0,407.0,112.36,0.0,code_match,1529,0.02118260220681138,72181.9
26|20|73|012|593|248,18218,9572,8646,111,3.9,4718,3759,18251.0,9602.0,8649.0,4718.0,111.02,33.0,code_match,18218,0.217754987265842,83662.8
26|20|73|012|593|368,7938,4253,3685,115,4.0,1992,1765,7941.0,4256.0,3685.0,1992.0,115.5,3.0,code_match,7938,0.06850840752178135,115869.0
26|20|73|012|593|805,17390,9278,8112,114,3.8,4565,3743,17390.0,9278.0,8112.0,4565.0,114.37,0.0,code_match,17390,0.09059754986985528,191947.8
26|20|75|020|668|001,1979,54,1925,3,76.1,26,7,1980.0,54.0,1926.0,16.0,2.8,1.0,code_match,1979,0.014000187729744809,141355.2
26|20|75|020|668|002,67,56,11,509,1.5,46,3,71.0,60.0,11.0,17.0,545.45,4.0,code_match,67,0.036900789539449634,1815.7
26|20|75|020|668|016,567,567,0,0,189.0,3,2,567.0,567.0,0.0,1.0,0.0,0.0,code_match,567,0.018165405510346067,31213.2
26|20|75|020|668|024,799,475,324,147,3.8,211,225,825.0,494.0,331.0,211.0,149.24,26.0,code_match,799,0.13874176923903284,5758.9
26|20|75|020|668|028,431,338,93,363,4.9,88,100,437.0,343.0,94.0,88.0,364.89,6.0,code_match,431,0.027814365078457467,15495.6
26|20|75|020|668|036,4438,2336,2102,111,3.6,1241,1159,4438.0,2336.0,2102.0,1241.0,111.13,0.0,code_match,4438,0.08842940012400989,50186.9
26|20|75|020|668|041,358,230,128,180,4.5,80,80,361.0,233.0,128.0,80.0,182.03,3.0,code_match,358,0.04845292647108258,7388.6
26|20|75|020|668|068,181,34,147,23,9.5,19,2,1328.0,1176.0,152.0,19.0,773.68,1147.0,code_match,181,0.061069806519901106,2963.8
26|20|75|020|668|076,374,79,295,27,9.4,40,1,392.0,93.0,299.0,40.0,31.1,18.0,code_match,374,0.07779215150138101,4807.7
26|20|75|020|668|084,531,526,5,10520,10.0,53,2,524.0,521.0,3.0,1.0,17366.67,-7.0,code_match,531,0.013397552605729144,39634.1
26|20|75|020|668|088,640,273,367,74,4.5,141,195,649.0,281.0,368.0,141.0,76.36,9.0,code_match,640,0.15464063037944692,4138.6
26|20|75|020|668|108,1803,1687,116,1454,15.2,119,5,1806.0,1690.0,116.0,67.0,1456.9,3.0,code_match,1803,0.07708358427055122,23390.2
26|20|75|020|668|124,494,484,9,5378,21.5,23,100,496.0,485.0,10.0,23.0,4850.0,2.0,code_match,494,0.10657270701307427,4635.3
26|20|75|020|668|148,688,409,279,147,3.6,190,200,752.0,447.0,304.0,190.0,147.04,64.0,code_match,688,0.5741463395564002,1198.3
26|20|75|020|668|268,283,282,1,28200,94.3,3,2,283.0,282.0,1.0,2.0,28200.0,0.0,code_match,283,0.008531901179781238,33169.6
26|20|75|020|668|308,634,432,202,214,3.0,211,210,634.0,432.0,202.0,211.0,213.86,0.0,code_match,634,0.011978766976572242,52927.0
26|20|75|020|668|348,335,217,116,187,2.7,122,102,335.0,217.0,116.0,120.0,187.07,0.0,code_match,335,0.012701607575077982,26374.6
26|20|75|020|668|356,547,271,276,98,4.8,115,85,548.0,272.0,276.0,115.0,98.55,1.0,code_match,547,0.40094435300796516,1364.3
26|20|75|020|668|368,4192,2447,1745,140,3.0,1419,1451,4193.0,2447.0,1746.0,1419.0,140.15,1.0,code_match,4192,0.23343504011499164,17957.9
26|20|75|020|668|376,327,184,143,129,3.4,96,115,327.0,184.0,143.0,96.0,128.67,0.0,code_match,327,0.07343622444853552,4452.8
26|20|75|020|668|384,226,226,0,0,56.5,4,2,226.0,226.0,0.0,1.0,0.0,0.0,code_match,226,0.010834536327961768,20859.2
26|20|75|020|668|392,1798,968,830,117,3.2,558,500,2209.0,1203.0,1006.0,670.0,119.58,411.0,code_match,1798,0.06173270180243775,29125.6
26|20|75|020|668|400,3168,3000,168,1786,16.7,190,4,3186.0,3019.0,167.0,83.0,1807.78,18.0,code_match,3168,0.16203835306674888,19550.9
26|20|75|020|668|408,408,408,0,0,9.5,43,2,408.0,408.0,0.0,2.0,0.0,0.0,code_match,408,0.013285912887110191,30709.2
26|20|75|020|668|416,390,390,0,0,7.8,50,2,390.0,390.0,0.0,1.0,0.0,0.0,code_match,390,0.012577738736404782,31007.2
26|20|75|020|668|436,482,482,0,0,7.9,61,2,482.0,482.0,0.0,1.0,0.0,0.0,code_match,482,0.014028922115619572,34357.6
26|20|75|020|668|444,634,414,220,188,3.2,198,215,700.0,463.0,237.0,198.0,195.36,66.0,code_match,634,0.14826677491782786,4276.1
26|20|75|021|482|028,2131,1309,822,159,4.2,506,720,2138.0,1315.0,823.0,506.0,159.78,7.0,code_match,2131,0.09382914408352502,22711.5
26|20|75|021|482|248,658,364,294,124,7.7,86,105,665.0,369.0,296.0,66.0,124.66,7.0,code_match,658,0.03283011339413167,20042.6
26|20|75|021|482|256,1107,764,343,223,4.1,270,206,1107.0,764.0,343.0,248.0,222.74,0.0,code_match,1107,0.06323748807737628,17505.4
26|20|75|021|482|308,6628,3330,3298,101,4.8,1384,1403,6634.0,3334.0,3300.0,1353.0,101.03,6.0,code_match,6628,0.12974675751556417,51084.1
26|20|75|021|669|028,1123,1077,46,2341,40.1,28,14,1124.0,1078.0,46.0,25.0,2343.48,1.0,code_match,1123,0.014944500825602397,75144.7
26|20|75|021|669|036,2049,2019,30,6730,89.1,23,15,2049.0,2019.0,30.0,20.0,6730.0,0.0,code_match,2049,0.014936693857765868,137179.0
26|20|75|021|669|068,406,186,220,85,4.0,101,95,406.0,186.0,220.0,90.0,84.55,0.0,code_match,406,0.03515742641295792,11548.1
26|20|75|021|669|076,1291,685,606,113,4.1,316,246,1291.0,685.0,606.0,308.0,113.04,0.0,code_match,1291,0.014314292530603654,90189.6
26|20|75|021|669|148,332,209,123,170,5.5,60,100,333.0,213.0,120.0,60.0,177.5,1.0,code_match,332,0.015347962499248906,21631.5
26|20|75|021|669|156,222,107,115,93,2.6,85,95,224.0,109.0,115.0,58.0,94.78,2.0,code_match,222,0.029586612139405225,7503.4
26|20|75|021|669|168,290,183,107,171,3.5,84,100,290.0,183.0,107.0,81.0,171.03,0.0,code_match,290,0.017830498951027625,16264.3
26|20|75|021|669|176,605,279,326,86,4.1,148,110,605.0,279.0,326.0,143.0,85.58,0.0,code_match,605,0.05289283349689538,11438.2
26|20|75|021|669|188,2826,2520,306,824,17.8,159,16,2826.0,2520.0,306.0,148.0,823.53,0.0,code_match,2826,0.08632402547945645,32737.1
26|20|75|021|669|196,392,260,132,197,6.5,60,91,407.0,274.0,133.0,60.0,206.02,15.0,code_match,392,0.34882437951026163,1123.8
26|20|75|021|669|208,1004,976,28,3486,55.8,18,13,1004.0,976.0,28.0,16.0,3485.71,0.0,code_match,1004,0.01649371272275336,60871.7
26|20|75|021|669|216,382,280,102,275,3.8,100,80,382.0,280.0,102.0,94.0,274.51,0.0,code_match,382,0.014937973663574033,25572.4
26|20|75|021|669|348,2554,56,2498,2,67.2,38,17,2556.0,58.0,2498.0,31.0,2.32,2.0,code_match,2554,0.03861326611586013,66143.1
26|20|75|021|669|376,345,170,175,97,4.2,83,100,345.0,170.0,175.0,83.0,97.14,0.0,code_match,345,0.010677351247628643,32311.4
26|20|75|021|669|392,1074,10,1064,1,134.3,8,13,1074.0,10.0,1064.0,6.0,0.94,0.0,code_match,1074,0.02065566392566469,51995.4
26|20|75|021|669|400,2576,1385,1191,116,4.2,608,498,2641.0,1440.0,1201.0,607.0,119.9,65.0,code_match,2576,0.157100713420326,16397.1
26|20|75|021|669|428,318,170,148,115,4.4,72,107,318.0,170.0,148.0,72.0,114.86,0.0,code_match,318,0.030116410606079197,10559.0
26|20|75|021|669|436,865,411,454,91,4.3,200,185,866.0,411.0,455.0,189.0,90.33,1.0,code_match,865,0.031469186204921513,27487.2
26|20|75|021|707|148,112,63,49,129,4.3,26,14,112.0,63.0,49.0,22.0,128.57,0.0,code_match,112,0.018058354694451138,6202.1
26|20|75|021|707|188,2066,2062,4,51550,108.7,19,16,2071.0,2063.0,8.0,7.0,25787.5,5.0,code_match,2066,0.06254504045737447,33032.2
26|20|75|021|707|248,1140,1071,69,1552,32.6,35,13,1140.0,1071.0,69.0,33.0,1552.17,0.0,code_match,1140,0.018724755755084355,60882.0
26|20|75|021|707|368,113,51,62,82,3.8,30,13,113.0,51.0,62.0,27.0,82.26,0.0,code_match,113,0.07044516268739921,1604.1
26|20|75|021|707|376,1021,945,76,1243,24.9,41,12,1021.0,945.0,76.0,40.0,1243.42,0.0,code_match,1021,0.027396795177529906,37267.1
26|20|75|021|707|384,1476,1429,47,3040,56.8,26,14,1476.0,1429.0,47.0,23.0,3040.43,0.0,code_match,1476,0.02542085351977252,58062.6
26|20|76|047|371|308,6755,3546,3209,111,4.4,1536,1432,6753.0,3546.0,3207.0,1533.0,110.57,-2.0,code_match,6755,0.12851158454275335,52563.4
26|20|76|047|707|028,1908,997,911,109,3.6,524,450,1908.0,997.0,911.0,524.0,109.44,0.0,code_match,1908,0.020624022894659307,92513.5
26|20|76|047|707|068,17442,9487,7955,119,4.1,4299,3827,17442.0,9487.0,7955.0,4296.0,119.26,0.0,code_match,17442,0.15294856911177113,114038.3
26|20|76|047|707|108,2763,1459,1304,112,4.1,680,620,2763.0,1459.0,1304.0,679.0,111.89,0.0,code_match,2763,0.018419460641335764,150004.4
26|20|76|047|707|128,6154,3282,2872,114,4.1,1490,1420,6155.0,3284.0,2871.0,1486.0,114.39,1.0,code_match,6154,0.05711922630480321,107739.6
26|20|76|047|707|148,3558,1888,1670,113,4.1,871,631,3558.0,1888.0,1670.0,871.0,113.05,0.0,code_match,3558,0.03100885860358247,114741.4
26|20|76|047|707|168,2177,1150,1027,112,3.6,606,651,2174.0,1150.0,1024.0,606.0,112.3,-3.0,code_match,2177,0.06612137902500691,32924.3
26|20|76|047|707|228,1475,762,713,107,4.1,364,416,1475.0,762.0,713.0,364.0,106.87,0.0,code_match,1475,0.023730440989124735,62156.5
26|20|76|047|707|268,2321,1351,970,139,4.1,561,513,2323.0,1353.0,970.0,561.0,139.48,2.0,code_match,2321,0.04740136322906193,48964.8
26|20|76|051|706|068,13707,7542,6165,122,3.9,3553,4051,13730.0,7559.0,6171.0,3553.0,122.49,23.0,code_match,13707,0.12559693387508725,109134.8
26|20|76|051|706|308,13645,7372,6273,118,3.5,3872,3930,13645.0,7372.0,6273.0,3872.0,117.52,0.0,code_match,13645,0.15154716551035402,90038.0
26|20|76|051|706|555,5732,3221,2511,128,3.8,1494,1769,5732.0,3221.0,2511.0,1494.0,128.28,0.0,code_match,5732,0.0686073078217549,83548.0
26|20|76|051|712|308,6093,3409,2684,127,3.1,1960,1928,6097.0,3413.0,2684.0,1957.0,127.16,4.0,code_match,6093,0.07892759037907694,77197.3
26|20|76|051|712|408,31498,18729,12769,147,3.3,9504,8953,31497.0,18729.0,12768.0,9503.0,146.69,-1.0,code_match,31498,0.21734337586343058,144922.8
26|20|76|054|372|054,17318,9028,8289,109,3.8,4618,4509,17323.0,9030.0,8292.0,4608.0,108.9,5.0,code_match,17318,0.2601975970163234,66557.1
26|20|76|054|372|063,610,603,7,8614,152.5,4,1,611.0,604.0,7.0,4.0,8628.57,1.0,code_match,610,0.06507681473194175,9373.5
26|20|76|054|372|208,12012,6573,5439,121,3.4,3574,3132,12012.0,6573.0,5439.0,3574.0,120.85,0.0,code_match,12012,0.093189097583607,128899.2
26|20|76|054|372|210,6871,3587,3284,109,3.9,1740,1623,6873.0,3589.0,3284.0,1733.0,109.29,2.0,code_match,6871,0.15247047287038487,45064.5
26|20|76|054|372|308,15694,8281,7413,112,3.9,4014,3991,15710.0,8295.0,7415.0,4013.0,111.87,16.0,code_match,15694,0.26193899883505456,59914.7
26|20|76|054|372|316,1765,1042,723,144,3.4,521,451,1767.0,1043.0,724.0,521.0,144.06,2.0,code_match,1765,0.12181591536536701,14489.1
26|20|76|054|372|558,4242,2347,1895,124,3.9,1078,1152,4257.0,2358.0,1899.0,1078.0,124.17,15.0,code_match,4242,0.12279337899433876,34545.8
26|20|80|017|149|208,1255,712,543,131,3.6,353,470,1256.0,713.0,543.0,353.0,131.31,1.0,code_match,1255,0.14562902577717543,8617.8
26|20|80|017|149|388,9875,6229,3646,171,3.8,2589,2164,9878.0,6230.0,3648.0,2589.0,170.78,3.0,code_match,9875,0.08752907308024768,112819.7
26|20|80|017|149|396,2719,1498,1221,123,4.4,619,518,2719.0,1498.0,1221.0,619.0,122.69,0.0,code_match,2719,0.06284924253844223,43262.3
26|20|80|017|149|408,3180,1700,1480,115,3.6,877,582,3180.0,1700.0,1480.0,877.0,114.86,0.0,code_match,3180,0.03501671245891968,90813.8
26|20|88|042|704|128,528,263,265,99,3.5,152,161,528.0,263.0,265.0,152.0,99.25,0.0,code_match,528,0.008189418842812591,64473.4
26|20|88|042|704|188,1671,867,804,108,4.5,369,405,1671.0,867.0,804.0,369.0,107.84,0.0,code_match,1671,0.011955813340562896,139764.6
26|20|88|042|704|208,399,235,164,143,3.8,104,112,399.0,235.0,164.0,104.0,143.29,0.0,code_match,399,0.006269164736775022,63644.8
26|20|88|042|704|216,3247,1722,1525,113,4.0,816,579,3248.0,1723.0,1525.0,816.0,112.98,1.0,code_match,3247,0.0157394342887633,206297.1
26|20|88|042|704|224,3418,1827,1591,115,4.1,839,836,3418.0,1827.0,1591.0,839.0,114.83,0.0,code_match,3418,0.014946106482583668,228688.3
26|20|88|042|704|248,597,346,251,138,4.1,145,98,597.0,346.0,251.0,145.0,137.85,0.0,code_match,597,0.005638151781893454,105885.8
26|20|88|042|704|308,2597,1270,1327,96,3.5,737,507,2621.0,1289.0,1332.0,737.0,96.77,24.0,code_match,2597,0.0320468532660543,81037.6
26|20|88|042|704|316,2164,1171,993,118,3.9,562,506,2164.0,1171.0,993.0,562.0,117.93,0.0,code_match,2164,0.023540020781332095,91928.6
26|20|88|042|704|324,6538,3590,2948,122,3.6,1838,1875,6538.0,3590.0,2948.0,1838.0,121.78,0.0,code_match,6538,0.04474418119956726,146119.6
26|20|88|042|704|368,3092,1570,1522,103,3.9,787,745,3093.0,1571.0,1522.0,787.0,103.22,1.0,code_match,3092,0.03947090550471255,78336.2
26|20|88|042|704|428,845,459,386,119,3.7,228,220,908.0,507.0,401.0,228.0,126.43,63.0,code_match,845,0.03150084354558809,26824.7
26|20|88|042|704|436,196,109,87,125,3.5,56,43,196.0,109.0,87.0,56.0,125.29,0.0,code_match,196,0.007055561096621736,27779.5
26|20|88|042|704|460,1287,688,599,115,3.1,420,408,1289.0,690.0,599.0,420.0,115.19,2.0,code_match,1287,0.008739738192056612,147258.4
26|20|88|042|704|468,682,335,347,97,3.5,197,210,682.0,335.0,347.0,197.0,96.54,0.0,code_match,682,0.003542985803338242,192493.0
26|20|88|042|704|476,340,177,163,109,3.9,88,85,340.0,177.0,163.0,88.0,108.59,0.0,code_match,340,0.0012760454971456434,266448.2
26|20|88|042|704|532,1981,1036,945,110,4.0,500,528,1992.0,1045.0,947.0,500.0,110.35,11.0,code_match,1981,0.047346894556036266,41840.1
26|20|88|043|704|044,2066,1387,679,204,4.4,466,408,2099.0,1420.0,679.0,466.0,209.13,33.0,code_match,2066,0.04023350082861413,51350.2
26|20|88|043|704|057,362,208,154,135,4.2,86,37,362.0,208.0,154.0,85.0,135.06,0.0,code_match,362,0.003468776681070062,104359.6
26|20|88|043|704|068,2534,1437,1097,131,4.3,584,597,2534.0,1437.0,1097.0,584.0,130.99,0.0,code_match,2534,0.01373087906902586,184547.5
26|20|88|043|704|108,511,259,252,103,4.1,125,131,511.0,259.0,252.0,125.0,102.78,0.0,code_match,511,0.011305644548946127,45198.7
26|20|88|043|704|116,2560,1542,1018,152,4.7,545,416,2623.0,1602.0,1021.0,545.0,156.9,63.0,code_match,2560,0.04072449453102994,62861.4
26|20|88|043|704|136,2011,1044,967,108,4.0,506,640,2018.0,1051.0,967.0,506.0,108.69,7.0,code_match,2011,0.026538552099600717,75776.6
26|20|88|043|704|144,1164,668,496,135,4.4,267,221,1168.0,671.0,497.0,267.0,135.01,4.0,code_match,1164,0.00932884683866413,124774.3
26|20|88|043|704|148,70,28,42,67,5.4,13,38,70.0,28.0,42.0,13.0,66.67,0.0,code_match,70,0.002152407985667022,32521.7
26|20|88|043|704|156,78,68,10,680,7.8,10,27,78.0,68.0,10.0,10.0,680.0,0.0,code_match,78,0.002031235099121343,38400.3
26|20|88|043|704|164,1910,1106,804,138,4.3,448,517,1910.0,1106.0,804.0,448.0,137.56,0.0,code_match,1910,0.018835816762862247,101402.6
26|20|88|043|704|168,326,195,131,149,5.0,65,65,326.0,195.0,131.0,65.0,148.85,0.0,code_match,326,0.003448994290200244,94520.3
26|20|88|043|704|196,1069,607,462,131,4.3,251,206,1069.0,607.0,462.0,251.0,131.39,0.0,code_match,1069,0.008790687956308423,121606.0
26|20|88|043|704|232,1640,852,788,108,4.2,388,431,1639.0,852.0,787.0,388.0,108.26,-1.0,code_match,1640,0.013746754997356397,119300.9
26|20|88|043|704|268,902,494,408,121,3.8,238,319,902.0,494.0,408.0,238.0,121.08,0.0,code_match,902,0.013727320026012702,65708.4
26|20|88|043|704|276,1754,1003,751,134,4.0,443,429,1754.0,1003.0,751.0,443.0,133.56,0.0,code_match,1754,0.021065091914140306,83265.7
26|20|88|043|704|292,1430,877,553,159,4.6,314,414,1430.0,878.0,552.0,314.0,159.06,0.0,code_match,1430,0.023650527941977757,60463.8
26|20|88|043|704|332,912,506,406,125,4.4,209,170,934.0,526.0,408.0,209.0,128.92,22.0,code_match,912,0.015659045758226298,58241.1
26|20|88|043|704|376,1491,877,614,143,4.7,319,238,1494.0,880.0,614.0,319.0,143.32,3.0,code_match,1491,0.005957966490677391,250253.2
26|20|88|043|704|384,1584,877,707,124,4.3,370,426,1584.0,877.0,707.0,370.0,124.05,0.0,code_match,1584,0.025621584154420198,61822.9
26|20|88|043|704|392,2155,1361,794,171,4.4,493,525,2155.0,1361.0,794.0,491.0,171.41,0.0,code_match,2155,0.0162999182011685,132209.3
26|20|88|043|704|484,2044,1146,898,128,4.3,471,462,2044.0,1146.0,898.0,471.0,127.62,0.0,code_match,2044,0.011072103888583136,184608.1
26|20|88|043|704|492,2042,1164,878,133,4.0,516,490,2042.0,1164.0,878.0,516.0,132.57,0.0,code_match,2042,0.012787632107759194,159685.5
26|20|88|043|704|508,2377,1429,948,151,4.5,523,402,2377.0,1429.0,948.0,523.0,150.74,0.0,code_match,2377,0.014574257746658131,163095.8
